Time Taken(s), Train Losses
179733, 0.68240883540882091
355446, 0.63759117879931371
347068, 0.61285968439470229
346729, 0.59571481542952609
348554, 0.58283199410855357
346647, 0.57314332659496903
346179, 0.56405980439817005
345960, 0.55685949981528682
346338, 0.55088472869603566
346682, 0.54521559385019747
347018, 0.5409938650507955
345764, 0.53621984609130757
346165, 0.53185234963505423
346304, 0.52765412221003949
345802, 0.52483856499557302
346233, 0.52119188022509122
346753, 0.51812391906338717
345697, 0.51598888991050151
346290, 0.51284680324331966
345698, 0.50953284971549451
346457, 0.50738474830590286
346347, 0.50513216724943344
345926, 0.50272125048476801
346221, 0.5002655062340996
346305, 0.49863346069864023
346673, 0.49663992041161326
346796, 0.49453293340640825
346153, 0.49235078958109613
346960, 0.4911446739155374
346902, 0.48926509227850995
346385, 0.48697495001140834
345957, 0.48575987167018964
345580, 0.48375185206150195
346224, 0.48279391940560717
345972, 0.48148345416220395
346466, 0.47970683300311512
346932, 0.47823695629007423
346658, 0.47667396476492319
346820, 0.47502442449705184
345624, 0.47498674817389486
345114, 0.47396461245761218
344574, 0.47229882056695011
345045, 0.47076413478252943
345017, 0.46953166176701167
344682, 0.46897419457725031
344060, 0.46673533829206759
345937, 0.46567975952666085
363039, 0.465528103752466
369254, 0.46465823575829474
350133, 0.46338015824823875
348215, 0.46258908756408207
350441, 0.46101301322629107
350878, 0.4602775827568516
